#name=microsporidia_odb10
#domain=eukaryota
#creation_date=2020-08-05
#number_of_BUSCOs=600
#number_of_species=13
#max_intron=60000
#max_seq_len=70000
#Model_ID	Description	Link
59at6029	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain	https://www.orthodb.org/v10?query=59at6029
233at6029	rho-associated coiled-coil containing protein kinase	https://www.orthodb.org/v10?query=233at6029
1108at6029	Pseudouridine synthase, TruD	https://www.orthodb.org/v10?query=1108at6029
639at6029	Asparaginyl-tRNA synthetase	https://www.orthodb.org/v10?query=639at6029
1691at6029	Scavenger mRNA decapping enzyme DcpS/DCS2	https://www.orthodb.org/v10?query=1691at6029
798at6029	ATP-dependent RNA helicase	https://www.orthodb.org/v10?query=798at6029
1812at6029	u3 small nucleolar rna-associated protein 14	https://www.orthodb.org/v10?query=1812at6029
1374at6029	ribosome-associated chaperone zuotin	https://www.orthodb.org/v10?query=1374at6029
1195at6029	metal-dependent protease	https://www.orthodb.org/v10?query=1195at6029
812at6029	DNA repair protein RAD51	https://www.orthodb.org/v10?query=812at6029
517at6029	tRNA-splicing ligase RtcB homolog	https://www.orthodb.org/v10?query=517at6029
1739at6029	Cell division protein kinase	https://www.orthodb.org/v10?query=1739at6029
2345at6029	Ribose 5-phosphate isomerase	https://www.orthodb.org/v10?query=2345at6029
3072at6029	ribosomal protein L37a	https://www.orthodb.org/v10?query=3072at6029
702at6029	condensin complex subunit 2	https://www.orthodb.org/v10?query=702at6029
1103at6029	Multiple RNA-binding domain-containing protein 1	https://www.orthodb.org/v10?query=1103at6029
150at6029	DNA replication licensing factor MCM6	https://www.orthodb.org/v10?query=150at6029
534at6029	Mechanosensitive ion channel MscS	https://www.orthodb.org/v10?query=534at6029
1142at6029	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=1142at6029
915at6029	Serine/threonine-protein phosphatase	https://www.orthodb.org/v10?query=915at6029
968at6029	Septin	https://www.orthodb.org/v10?query=968at6029
18at6029	Putative superfamily II RNA helicase	https://www.orthodb.org/v10?query=18at6029
2410at6029	single-stranded DNA-binding replication protein	https://www.orthodb.org/v10?query=2410at6029
1149at6029	Vacuolar H+-ATPase V1 sector subunit H	https://www.orthodb.org/v10?query=1149at6029
600at6029	26S proteasome regulatory subunit 6A	https://www.orthodb.org/v10?query=600at6029
2262at6029	Ubiquitin-conjugating enzyme E2	https://www.orthodb.org/v10?query=2262at6029
2298at6029	Small GTP-binding protein domain	https://www.orthodb.org/v10?query=2298at6029
3303at6029	class 2 transcription repressor NC2 subunit alpha	https://www.orthodb.org/v10?query=3303at6029
2427at6029	RNA-binding S4 domain	https://www.orthodb.org/v10?query=2427at6029
930at6029	pyruvate dehydrogenase E1 component subunit alpha	https://www.orthodb.org/v10?query=930at6029
1786at6029	Ubiquitin-conjugating enzyme E2	https://www.orthodb.org/v10?query=1786at6029
745at6029	WD40 repeat	https://www.orthodb.org/v10?query=745at6029
1920at6029	zinc finger domain-containing protein	https://www.orthodb.org/v10?query=1920at6029
1545at6029	Proteasome endopeptidase complex	https://www.orthodb.org/v10?query=1545at6029
1709at6029	Heat shock protein 70	https://www.orthodb.org/v10?query=1709at6029
2079at6029	40S ribosomal protein S11	https://www.orthodb.org/v10?query=2079at6029
247at6029	Zinc finger, Sec23/Sec24-type	https://www.orthodb.org/v10?query=247at6029
1447at6029	fructose-bisphosphate aldolase B	https://www.orthodb.org/v10?query=1447at6029
433at6029	Dna replication licensing factor mcm4	https://www.orthodb.org/v10?query=433at6029
415at6029	Poly(A) polymerase	https://www.orthodb.org/v10?query=415at6029
739at6029	putative GTP-binding protein	https://www.orthodb.org/v10?query=739at6029
3235at6029	Frataxin	https://www.orthodb.org/v10?query=3235at6029
1069at6029	mannose-1-phosphate guanylyltransferase	https://www.orthodb.org/v10?query=1069at6029
450at6029	Glucose-6-phosphate isomerase	https://www.orthodb.org/v10?query=450at6029
1873at6029	ubiquitin-conjugating enzyme E2 G1	https://www.orthodb.org/v10?query=1873at6029
2141at6029	Putative acetyl-transferase	https://www.orthodb.org/v10?query=2141at6029
309at6029	DNA ligase	https://www.orthodb.org/v10?query=309at6029
1558at6029	phosphotyrosyl phosphatase activator	https://www.orthodb.org/v10?query=1558at6029
179at6029	Glucosamine-fructose-6-phosphate aminotransferase	https://www.orthodb.org/v10?query=179at6029
997at6029	Zinc finger, RING/FYVE/PHD-type	https://www.orthodb.org/v10?query=997at6029
2373at6029	Ubiquitin-conjugating enzyme E2	https://www.orthodb.org/v10?query=2373at6029
388at6029	lysyl-tRNA synthetase	https://www.orthodb.org/v10?query=388at6029
651at6029	chromosome segregation protein	https://www.orthodb.org/v10?query=651at6029
1797at6029	Proteasome subunit beta type	https://www.orthodb.org/v10?query=1797at6029
1175at6029	large subunit ribosomal protein L5e	https://www.orthodb.org/v10?query=1175at6029
2793at6029	DNA-directed RNA polymerase subunit	https://www.orthodb.org/v10?query=2793at6029
1514at6029	Proteasome subunit beta type	https://www.orthodb.org/v10?query=1514at6029
368at6029	WD40 repeat	https://www.orthodb.org/v10?query=368at6029
2741at6029	deoxycytidylate deaminase	https://www.orthodb.org/v10?query=2741at6029
85at6029	Valyl-tRNA synthetase	https://www.orthodb.org/v10?query=85at6029
1760at6029	Transcription elongation factor S-II	https://www.orthodb.org/v10?query=1760at6029
270at6029	dna mismatch repair protein	https://www.orthodb.org/v10?query=270at6029
584at6029	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	https://www.orthodb.org/v10?query=584at6029
3000at6029	solute carrier family 35, member C2	https://www.orthodb.org/v10?query=3000at6029
2038at6029	vacuolar-type H+-ATPase subunit D	https://www.orthodb.org/v10?query=2038at6029
406at6029	Arginyl-tRNA synthetase	https://www.orthodb.org/v10?query=406at6029
13at6029	DNA polymerase epsilon catalytic subunit	https://www.orthodb.org/v10?query=13at6029
1643at6029	mitochondrial import inner membrane translocase subunit TIM50	https://www.orthodb.org/v10?query=1643at6029
1334at6029	Fibrillarin	https://www.orthodb.org/v10?query=1334at6029
990at6029	putative RNA exonuclease	https://www.orthodb.org/v10?query=990at6029
344at6029	trehalose 6-phosphate phosphatase	https://www.orthodb.org/v10?query=344at6029
1501at6029	proteasome subunit alpha type-2-A	https://www.orthodb.org/v10?query=1501at6029
1932at6029	ribosomal protein L5	https://www.orthodb.org/v10?query=1932at6029
2495at6029	BUD32 protein kinase	https://www.orthodb.org/v10?query=2495at6029
806at6029	kinesin-like DNA-binding protein	https://www.orthodb.org/v10?query=806at6029
440at6029	Cysteinyl-tRNA synthetase	https://www.orthodb.org/v10?query=440at6029
1225at6029	Glycylpeptide N-tetradecanoyltransferase	https://www.orthodb.org/v10?query=1225at6029
272at6029	glutamyl-tRNA synthetase	https://www.orthodb.org/v10?query=272at6029
2791at6029	Hit-like hydrolase	https://www.orthodb.org/v10?query=2791at6029
856at6029	Putative rRNA pseudouridine synthase	https://www.orthodb.org/v10?query=856at6029
1183at6029	serine/threonine kinase	https://www.orthodb.org/v10?query=1183at6029
92at6029	Ca2+-dependent lipid-binding protein	https://www.orthodb.org/v10?query=92at6029
1120at6029	Serine/threonine kinase	https://www.orthodb.org/v10?query=1120at6029
1176at6029	Pyruvate dehydrogenase E1 component subunit beta	https://www.orthodb.org/v10?query=1176at6029
2065at6029	Guanylate kinase	https://www.orthodb.org/v10?query=2065at6029
2617at6029	Anaphase-promoting complex subunit 10	https://www.orthodb.org/v10?query=2617at6029
1196at6029	DNA-directed RNA polymerase I	https://www.orthodb.org/v10?query=1196at6029
2579at6029	Zinc finger, RING-type	https://www.orthodb.org/v10?query=2579at6029
308at6029	acetyl-CoA synthetase	https://www.orthodb.org/v10?query=308at6029
176at6029	Protein transport protein SEC23	https://www.orthodb.org/v10?query=176at6029
3105at6029	hrf1 domain-containing protein	https://www.orthodb.org/v10?query=3105at6029
14at6029	cell division control negative transcription regulator	https://www.orthodb.org/v10?query=14at6029
1785at6029	putative RIO kinase	https://www.orthodb.org/v10?query=1785at6029
87at6029	chaperone protease ATP binding subunit	https://www.orthodb.org/v10?query=87at6029
548at6029	Mechanosensitive ion channel	https://www.orthodb.org/v10?query=548at6029
2353at6029	DNA-directed RNA polymerase subunit E'	https://www.orthodb.org/v10?query=2353at6029
1244at6029	Cytoplasmic tRNA 2-thiolation protein 1	https://www.orthodb.org/v10?query=1244at6029
1428at6029	Thioredoxin-disulfide reductase	https://www.orthodb.org/v10?query=1428at6029
2179at6029	EF-Hand Ca2+-binding protein	https://www.orthodb.org/v10?query=2179at6029
266at6029	Transketolase	https://www.orthodb.org/v10?query=266at6029
443at6029	Rad3-like atp dependent dna binding helicase	https://www.orthodb.org/v10?query=443at6029
32at6029	DNA-directed RNA polymerase subunit	https://www.orthodb.org/v10?query=32at6029
1829at6029	Spo11/DNA topoisomerase VI subunit A	https://www.orthodb.org/v10?query=1829at6029
360at6029	K Homology domain, type 1	https://www.orthodb.org/v10?query=360at6029
258at6029	vesicle-fusing ATPase	https://www.orthodb.org/v10?query=258at6029
280at6029	translation initiation factor aIF-2	https://www.orthodb.org/v10?query=280at6029
1at6029	transformation/transcription domain-associated protein	https://www.orthodb.org/v10?query=1at6029
2659at6029	Aquaporin-like protein	https://www.orthodb.org/v10?query=2659at6029
227at6029	Heat shock protein 90	https://www.orthodb.org/v10?query=227at6029
242at6029	Transcription initiation factor TFIID subunit 5	https://www.orthodb.org/v10?query=242at6029
1090at6029	tRNA pseudouridine synthase	https://www.orthodb.org/v10?query=1090at6029
3088at6029	DNA-directed RNA polymerase II	https://www.orthodb.org/v10?query=3088at6029
2263at6029	Ubiquitin-conjugating enzyme E2 A	https://www.orthodb.org/v10?query=2263at6029
454at6029	Actin-like protein	https://www.orthodb.org/v10?query=454at6029
2501at6029	Transcription initiation factor TFIID subunit 8	https://www.orthodb.org/v10?query=2501at6029
133at6029	dna repair protein rad50	https://www.orthodb.org/v10?query=133at6029
1538at6029	Eukaryotic translation initiation factor 6	https://www.orthodb.org/v10?query=1538at6029
116at6029	6-phosphofructokinase	https://www.orthodb.org/v10?query=116at6029
3031at6029	N-acetyltransferase 5	https://www.orthodb.org/v10?query=3031at6029
861at6029	transcription initiation factor TFIIH subunit 2	https://www.orthodb.org/v10?query=861at6029
1218at6029	casein kinase II subunit alpha	https://www.orthodb.org/v10?query=1218at6029
3319at6029	protein with wd40 repeat	https://www.orthodb.org/v10?query=3319at6029
605at6029	zinc finger domain-containing protein	https://www.orthodb.org/v10?query=605at6029
1787at6029	proteasome beta type-3 subunit	https://www.orthodb.org/v10?query=1787at6029
3204at6029	Mediator of RNA polymerase II transcription subunit 31	https://www.orthodb.org/v10?query=3204at6029
836at6029	signal recognition particle GTPase	https://www.orthodb.org/v10?query=836at6029
2459at6029	ribosomal protein S15A	https://www.orthodb.org/v10?query=2459at6029
332at6029	Importin subunit alpha	https://www.orthodb.org/v10?query=332at6029
2154at6029	Signal peptidase complex catalytic subunit SEC11	https://www.orthodb.org/v10?query=2154at6029
1688at6029	Proteasome subunit beta	https://www.orthodb.org/v10?query=1688at6029
2at6029	AAA ATPase	https://www.orthodb.org/v10?query=2at6029
2557at6029	vesicle coat complex subunit zeta	https://www.orthodb.org/v10?query=2557at6029
1263at6029	putative proline hydroxylase	https://www.orthodb.org/v10?query=1263at6029
221at6029	E3 ubiquitin ligase subunit cullin	https://www.orthodb.org/v10?query=221at6029
2226at6029	Small subunit ribosomal protein S13e	https://www.orthodb.org/v10?query=2226at6029
1692at6029	Palmitoyltransferase	https://www.orthodb.org/v10?query=1692at6029
52at6029	P-type ATPase	https://www.orthodb.org/v10?query=52at6029
2387at6029	putative transmembrane adaptor Erv26	https://www.orthodb.org/v10?query=2387at6029
1376at6029	tRNA pseudouridine synthase	https://www.orthodb.org/v10?query=1376at6029
1733at6029	Proteasome endopeptidase complex	https://www.orthodb.org/v10?query=1733at6029
2773at6029	Adenylate kinase isoenzyme 6 homolog	https://www.orthodb.org/v10?query=2773at6029
425at6029	dolichyl-phosphate-mannose-protein mannosyltransferase	https://www.orthodb.org/v10?query=425at6029
681at6029	Histidyl-tRNA synthetase	https://www.orthodb.org/v10?query=681at6029
50at6029	P-type ATPase	https://www.orthodb.org/v10?query=50at6029
151at6029	chromosome segregation ATPase	https://www.orthodb.org/v10?query=151at6029
2280at6029	Ribosomal protein L23	https://www.orthodb.org/v10?query=2280at6029
391at6029	GroEL-like apical domain superfamily	https://www.orthodb.org/v10?query=391at6029
1448at6029	Phosphatidylinositol transfer protein	https://www.orthodb.org/v10?query=1448at6029
731at6029	FACT complex subunit POB3	https://www.orthodb.org/v10?query=731at6029
1380at6029	Putative Rcd1-like protein	https://www.orthodb.org/v10?query=1380at6029
1659at6029	Superoxide dismutase	https://www.orthodb.org/v10?query=1659at6029
335at6029	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15/PRP43	https://www.orthodb.org/v10?query=335at6029
2481at6029	transcription initiation factor TFIID subunit TAF9	https://www.orthodb.org/v10?query=2481at6029
256at6029	putative RNA-binding protein	https://www.orthodb.org/v10?query=256at6029
1949at6029	regulatory complex subunit of 26S proteasome	https://www.orthodb.org/v10?query=1949at6029
934at6029	Eukaryotic translation initiation factor 3 subunit I	https://www.orthodb.org/v10?query=934at6029
1658at6029	Small GTPase superfamily, ARF/SAR type	https://www.orthodb.org/v10?query=1658at6029
2283at6029	translation initiation factor 4E	https://www.orthodb.org/v10?query=2283at6029
1668at6029	Phosphomannomutase	https://www.orthodb.org/v10?query=1668at6029
1700at6029	gpi-anchor transamidase	https://www.orthodb.org/v10?query=1700at6029
535at6029	vacuolar import and degradation protein	https://www.orthodb.org/v10?query=535at6029
449at6029	Tubulin beta chain	https://www.orthodb.org/v10?query=449at6029
1141at6029	Aurora kinase A	https://www.orthodb.org/v10?query=1141at6029
44at6029	isoleucyl-tRNA synthetase	https://www.orthodb.org/v10?query=44at6029
918at6029	Methionine aminopeptidase 2	https://www.orthodb.org/v10?query=918at6029
1570at6029	mRNA decapping enzyme 2	https://www.orthodb.org/v10?query=1570at6029
1010at6029	cyclin-dependent protein kinase	https://www.orthodb.org/v10?query=1010at6029
2651at6029	Ribosomal protein L7Ae	https://www.orthodb.org/v10?query=2651at6029
2276at6029	ribosomal protein S7	https://www.orthodb.org/v10?query=2276at6029
1601at6029	protein prenyltransferase subunit alpha	https://www.orthodb.org/v10?query=1601at6029
2281at6029	Nuclear cap-binding protein subunit 2	https://www.orthodb.org/v10?query=2281at6029
398at6029	Serine/threonine-protein kinase	https://www.orthodb.org/v10?query=398at6029
1248at6029	Rab-GTPase-TBC domain	https://www.orthodb.org/v10?query=1248at6029
660at6029	preprotein translocase subunit Sec63	https://www.orthodb.org/v10?query=660at6029
833at6029	Histone acetyltransferase	https://www.orthodb.org/v10?query=833at6029
2169at6029	protein kinase	https://www.orthodb.org/v10?query=2169at6029
2898at6029	transcription initiation factor TFIID subunit TAF13	https://www.orthodb.org/v10?query=2898at6029
200at6029	Nucleosome binding factor SPN subunit SPT16	https://www.orthodb.org/v10?query=200at6029
292at6029	Cleavage and polyadenylation specificity factor subunit 2	https://www.orthodb.org/v10?query=292at6029
805at6029	Transcription initiation factor TFIID subunit TAF6	https://www.orthodb.org/v10?query=805at6029
196at6029	exoribonuclease R	https://www.orthodb.org/v10?query=196at6029
3081at6029	ER lumen protein-retaining receptor	https://www.orthodb.org/v10?query=3081at6029
880at6029	Phosphoglycerate kinase	https://www.orthodb.org/v10?query=880at6029
1462at6029	14-3-3 protein	https://www.orthodb.org/v10?query=1462at6029
670at6029	Putative serine/threonine kinase	https://www.orthodb.org/v10?query=670at6029
49at6029	P-type ATPase	https://www.orthodb.org/v10?query=49at6029
263at6029	Elongator complex protein 3	https://www.orthodb.org/v10?query=263at6029
188at6029	secreted/periplasmic Zn-dependent insulinase-like peptidase	https://www.orthodb.org/v10?query=188at6029
665at6029	Cysteine desulfurase	https://www.orthodb.org/v10?query=665at6029
624at6029	Translation elongation factor 1-alpha	https://www.orthodb.org/v10?query=624at6029
2629at6029	Putative DMAP1-like	https://www.orthodb.org/v10?query=2629at6029
2155at6029	putative nucleic acid-binding protein	https://www.orthodb.org/v10?query=2155at6029
3259at6029	40S ribosomal protein S10	https://www.orthodb.org/v10?query=3259at6029
169at6029	DNA REPAIR HELICASE RAD25	https://www.orthodb.org/v10?query=169at6029
2109at6029	putative methyltransferase	https://www.orthodb.org/v10?query=2109at6029
809at6029	tRNA (guanine(37)-N1)-methyltransferase	https://www.orthodb.org/v10?query=809at6029
1617at6029	Ribosomal protein L15	https://www.orthodb.org/v10?query=1617at6029
1280at6029	Rhodanese-like domain	https://www.orthodb.org/v10?query=1280at6029
1900at6029	Adenylate kinase	https://www.orthodb.org/v10?query=1900at6029
1990at6029	tRNA (uracil-5-)-methyltransferase TRM9	https://www.orthodb.org/v10?query=1990at6029
331at6029	small-conductance mechanosensitive channel protein	https://www.orthodb.org/v10?query=331at6029
17at6029	Phosphatidylinositol 4-kinase	https://www.orthodb.org/v10?query=17at6029
1764at6029	endochitinase	https://www.orthodb.org/v10?query=1764at6029
560at6029	Zinc finger, RanBP2-type	https://www.orthodb.org/v10?query=560at6029
2777at6029	Oxidation resistance protein	https://www.orthodb.org/v10?query=2777at6029
975at6029	Tyrosine--tRNA ligase	https://www.orthodb.org/v10?query=975at6029
1347at6029	Ribosome biogenesis protein NSA2	https://www.orthodb.org/v10?query=1347at6029
982at6029	6-phosphogluconate dehydrogenase	https://www.orthodb.org/v10?query=982at6029
1470at6029	Diphthine synthase	https://www.orthodb.org/v10?query=1470at6029
2081at6029	putative methyltransferase	https://www.orthodb.org/v10?query=2081at6029
2555at6029	Zinc finger C2H2 superfamily	https://www.orthodb.org/v10?query=2555at6029
467at6029	Histone deacetylase	https://www.orthodb.org/v10?query=467at6029
76at6029	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=76at6029
1028at6029	putative methyltransferase	https://www.orthodb.org/v10?query=1028at6029
1883at6029	ubiquitin conjugating enzyme E2	https://www.orthodb.org/v10?query=1883at6029
2517at6029	large subunit ribosomal protein L35Ae	https://www.orthodb.org/v10?query=2517at6029
334at6029	DNA polymerase	https://www.orthodb.org/v10?query=334at6029
138at6029	26S proteasome regulatory complex protein	https://www.orthodb.org/v10?query=138at6029
643at6029	putative RasGAP domain-containing protein	https://www.orthodb.org/v10?query=643at6029
2930at6029	ribosomal protein L31e	https://www.orthodb.org/v10?query=2930at6029
2027at6029	Protein RER1	https://www.orthodb.org/v10?query=2027at6029
2123at6029	PIN domain	https://www.orthodb.org/v10?query=2123at6029
1403at6029	GTP-binding nuclear protein	https://www.orthodb.org/v10?query=1403at6029
656at6029	26S proteasome regulatory subunit 10	https://www.orthodb.org/v10?query=656at6029
663at6029	Tubulin gamma chain	https://www.orthodb.org/v10?query=663at6029
1701at6029	glycogen synthase kinase 3 beta	https://www.orthodb.org/v10?query=1701at6029
2111at6029	Translation initiation factor 4E	https://www.orthodb.org/v10?query=2111at6029
1229at6029	Inorganic pyrophosphatase	https://www.orthodb.org/v10?query=1229at6029
438at6029	Preprotein translocase, SecY subunit	https://www.orthodb.org/v10?query=438at6029
1301at6029	putative cyclosome/anaphase-promoting complexprotein	https://www.orthodb.org/v10?query=1301at6029
2129at6029	Proteasome subunit beta type	https://www.orthodb.org/v10?query=2129at6029
1613at6029	putative PP-loop ATPase	https://www.orthodb.org/v10?query=1613at6029
1539at6029	glucose/Na cotransporter-like protein	https://www.orthodb.org/v10?query=1539at6029
2940at6029	Ubiquitin conjugating enzyme E2	https://www.orthodb.org/v10?query=2940at6029
574at6029	putative phospholipase activating protein	https://www.orthodb.org/v10?query=574at6029
223at6029	vesicle coat complex copii subunit sec24	https://www.orthodb.org/v10?query=223at6029
2569at6029	Ribosomal protein S5 domain 2-type fold	https://www.orthodb.org/v10?query=2569at6029
3299at6029	Histone H4	https://www.orthodb.org/v10?query=3299at6029
947at6029	zinc finger c2h2 protein	https://www.orthodb.org/v10?query=947at6029
1375at6029	translation initiation factor 2 subunit alpha	https://www.orthodb.org/v10?query=1375at6029
1260at6029	putative membrane protein	https://www.orthodb.org/v10?query=1260at6029
31at6029	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain	https://www.orthodb.org/v10?query=31at6029
599at6029	Actin	https://www.orthodb.org/v10?query=599at6029
374at6029	X-prolyl aminopeptidase 2	https://www.orthodb.org/v10?query=374at6029
2070at6029	DNA-directed RNA polymerase II subunit E	https://www.orthodb.org/v10?query=2070at6029
1600at6029	mRNA (guanine-N7-)-methyltransferase	https://www.orthodb.org/v10?query=1600at6029
708at6029	tRNA (guanine(26)-N(2))-dimethyltransferase	https://www.orthodb.org/v10?query=708at6029
1896at6029	putative 26S proteasome regulatory subunit 12	https://www.orthodb.org/v10?query=1896at6029
3491at6029	Protein of unknown function DUF5099	https://www.orthodb.org/v10?query=3491at6029
1922at6029	nucleotide binding protein 2 (nbp 2)	https://www.orthodb.org/v10?query=1922at6029
181at6029	coatomer subunit beta prime	https://www.orthodb.org/v10?query=181at6029
259at6029	DNA helicase	https://www.orthodb.org/v10?query=259at6029
189at6029	putative beta-lactamase fold-containing exonuclease	https://www.orthodb.org/v10?query=189at6029
250at6029	DNA helicase	https://www.orthodb.org/v10?query=250at6029
2340at6029	Ribosomal protein S19	https://www.orthodb.org/v10?query=2340at6029
340at6029	Translation elongation factor 2	https://www.orthodb.org/v10?query=340at6029
540at6029	polyadenylation factor subunit 2	https://www.orthodb.org/v10?query=540at6029
2743at6029	Ulp1 protease	https://www.orthodb.org/v10?query=2743at6029
336at6029	Glycerol-3-phosphate dehydrogenase	https://www.orthodb.org/v10?query=336at6029
1968at6029	putative bromodomain-containing transcription factor	https://www.orthodb.org/v10?query=1968at6029
3043at6029	DNA-directed RNA polymerase I and III subunit AC19	https://www.orthodb.org/v10?query=3043at6029
575at6029	putative nitric-oxide synthase	https://www.orthodb.org/v10?query=575at6029
903at6029	tRNA N6-adenosine threonylcarbamoyltransferase	https://www.orthodb.org/v10?query=903at6029
636at6029	leucyl aminopeptidase	https://www.orthodb.org/v10?query=636at6029
2198at6029	Kinesin-like protein	https://www.orthodb.org/v10?query=2198at6029
2448at6029	large subunit ribosomal protein L19e	https://www.orthodb.org/v10?query=2448at6029
1640at6029	Proteasome alpha subunit C6	https://www.orthodb.org/v10?query=1640at6029
2212at6029	23S rRNA (uridine(2552)-2'-O-)-methyltransferase	https://www.orthodb.org/v10?query=2212at6029
706at6029	Leucine rich repeat protein	https://www.orthodb.org/v10?query=706at6029
1336at6029	Brix domain-containing protein	https://www.orthodb.org/v10?query=1336at6029
1471at6029	Proliferating cell nuclear antigen	https://www.orthodb.org/v10?query=1471at6029
1593at6029	DNA primase large subunit	https://www.orthodb.org/v10?query=1593at6029
551at6029	Phenylalanyl-tRNA synthetase alpha chain	https://www.orthodb.org/v10?query=551at6029
882at6029	Large subunit GTPase 1	https://www.orthodb.org/v10?query=882at6029
2356at6029	Protein MAK16	https://www.orthodb.org/v10?query=2356at6029
1580at6029	Rab-GTPase-TBC domain	https://www.orthodb.org/v10?query=1580at6029
